1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 1C00000030156521
Is Mission Active?  true
Mission Start:  Wed Aug 14 02:01:00 UTC 2013
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  2071
Total Samples:  4477
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  High Temp
Next Clock Alarm At:  Disabled
High Temperature Alarm:  0 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
8/31/13 2:01:00 PM,C,-1
8/31/13 6:01:00 PM,C,-1
8/31/13 10:01:00 PM,C,-1.5
9/1/13 2:01:00 AM,C,-1
9/1/13 6:01:00 AM,C,-1.5
9/1/13 10:01:00 AM,C,-1
9/1/13 2:01:00 PM,C,-1.5
9/1/13 6:01:00 PM,C,-1.5
9/1/13 10:01:00 PM,C,-1.5
9/2/13 2:01:00 AM,C,-1.5
9/2/13 6:01:00 AM,C,-1.5
9/2/13 10:01:00 AM,C,-1.5
9/2/13 2:01:00 PM,C,-1.5
9/2/13 6:01:00 PM,C,-1.5
9/2/13 10:01:00 PM,C,-1.5
9/3/13 2:01:00 AM,C,-1.5
9/3/13 6:01:00 AM,C,-1.5
9/3/13 10:01:00 AM,C,-1.5
9/3/13 2:01:00 PM,C,-1.5
9/3/13 6:01:00 PM,C,-1.5
9/3/13 10:01:00 PM,C,-1.5
9/4/13 2:01:00 AM,C,-1.5
9/4/13 6:01:00 AM,C,-1.5
9/4/13 10:01:00 AM,C,-1.5
9/4/13 2:01:00 PM,C,-1.5
9/4/13 6:01:00 PM,C,-1.5
9/4/13 10:01:00 PM,C,-1.5
9/5/13 2:01:00 AM,C,-1.5
9/5/13 6:01:00 AM,C,-1.5
9/5/13 10:01:00 AM,C,-1.5
9/5/13 2:01:00 PM,C,-1.5
9/5/13 6:01:00 PM,C,-1.5
9/5/13 10:01:00 PM,C,-1.5
9/6/13 2:01:00 AM,C,-1.5
9/6/13 6:01:00 AM,C,-1.5
9/6/13 10:01:00 AM,C,-1.5
9/6/13 2:01:00 PM,C,-1.5
9/6/13 6:01:00 PM,C,-1.5
9/6/13 10:01:00 PM,C,-1.5
9/7/13 2:01:00 AM,C,-1.5
9/7/13 6:01:00 AM,C,-1.5
9/7/13 10:01:00 AM,C,-1.5
9/7/13 2:01:00 PM,C,-1.5
9/7/13 6:01:00 PM,C,-1.5
9/7/13 10:01:00 PM,C,-1.5
9/8/13 2:01:00 AM,C,-1.5
9/8/13 6:01:00 AM,C,-1.5
9/8/13 10:01:00 AM,C,-1.5
9/8/13 2:01:00 PM,C,-1.5
9/8/13 6:01:00 PM,C,-1.5
9/8/13 10:01:00 PM,C,-1.5
9/9/13 2:01:00 AM,C,-1.5
9/9/13 6:01:00 AM,C,-1.5
9/9/13 10:01:00 AM,C,-1.5
9/9/13 2:01:00 PM,C,-1
9/9/13 6:01:00 PM,C,-1.5
9/9/13 10:01:00 PM,C,-1.5
9/10/13 2:01:00 AM,C,-1.5
9/10/13 6:01:00 AM,C,-1.5
9/10/13 10:01:00 AM,C,-1.5
9/10/13 2:01:00 PM,C,-1
9/10/13 6:01:00 PM,C,-1
9/10/13 10:01:00 PM,C,-1.5
9/11/13 2:01:00 AM,C,-1.5
9/11/13 6:01:00 AM,C,-1.5
9/11/13 10:01:00 AM,C,-1.5
9/11/13 2:01:00 PM,C,-1
9/11/13 6:01:00 PM,C,-1
9/11/13 10:01:00 PM,C,-1.5
9/12/13 2:01:00 AM,C,-1.5
9/12/13 6:01:00 AM,C,-1.5
9/12/13 10:01:00 AM,C,-1.5
9/12/13 2:01:00 PM,C,-1
9/12/13 6:01:00 PM,C,-1.5
9/12/13 10:01:00 PM,C,-1.5
9/13/13 2:01:00 AM,C,-1.5
9/13/13 6:01:00 AM,C,-1.5
9/13/13 10:01:00 AM,C,-1.5
9/13/13 2:01:00 PM,C,-1.5
9/13/13 6:01:00 PM,C,-1.5
9/13/13 10:01:00 PM,C,-1.5
9/14/13 2:01:00 AM,C,-1.5
9/14/13 6:01:00 AM,C,-1.5
9/14/13 10:01:00 AM,C,-1.5
9/14/13 2:01:00 PM,C,-1.5
9/14/13 6:01:00 PM,C,-1.5
9/14/13 10:01:00 PM,C,-2
9/15/13 2:01:00 AM,C,-2
9/15/13 6:01:00 AM,C,-2
9/15/13 10:01:00 AM,C,-2
9/15/13 2:01:00 PM,C,-2
9/15/13 6:01:00 PM,C,-2
9/15/13 10:01:00 PM,C,-2
9/16/13 2:01:00 AM,C,-2
9/16/13 6:01:00 AM,C,-2
9/16/13 10:01:00 AM,C,-2
9/16/13 2:01:00 PM,C,-2
9/16/13 6:01:00 PM,C,-2
9/16/13 10:01:00 PM,C,-2.5
9/17/13 2:01:00 AM,C,-2.5
9/17/13 6:01:00 AM,C,-2.5
9/17/13 10:01:00 AM,C,-2.5
9/17/13 2:01:00 PM,C,-2.5
9/17/13 6:01:00 PM,C,-2.5
9/17/13 10:01:00 PM,C,-2.5
9/18/13 2:01:00 AM,C,-2.5
9/18/13 6:01:00 AM,C,-2.5
9/18/13 10:01:00 AM,C,-2.5
9/18/13 2:01:00 PM,C,-2.5
9/18/13 6:01:00 PM,C,-2.5
9/18/13 10:01:00 PM,C,-2.5
9/19/13 2:01:00 AM,C,-2.5
9/19/13 6:01:00 AM,C,-2.5
9/19/13 10:01:00 AM,C,-2.5
9/19/13 2:01:00 PM,C,-2.5
9/19/13 6:01:00 PM,C,-2.5
9/19/13 10:01:00 PM,C,-2.5
9/20/13 2:01:00 AM,C,-2.5
9/20/13 6:01:00 AM,C,-2.5
9/20/13 10:01:00 AM,C,-2.5
9/20/13 2:01:00 PM,C,-2.5
9/20/13 6:01:00 PM,C,-2.5
9/20/13 10:01:00 PM,C,-3
9/21/13 2:01:00 AM,C,-3
9/21/13 6:01:00 AM,C,-3
9/21/13 10:01:00 AM,C,-3
9/21/13 2:01:00 PM,C,-3
9/21/13 6:01:00 PM,C,-3
9/21/13 10:01:00 PM,C,-3
9/22/13 2:01:00 AM,C,-3
9/22/13 6:01:00 AM,C,-3
9/22/13 10:01:00 AM,C,-3
9/22/13 2:01:00 PM,C,-3
9/22/13 6:01:00 PM,C,-3.5
9/22/13 10:01:00 PM,C,-3.5
9/23/13 2:01:00 AM,C,-3.5
9/23/13 6:01:00 AM,C,-3.5
9/23/13 10:01:00 AM,C,-3.5
9/23/13 2:01:00 PM,C,-3.5
9/23/13 6:01:00 PM,C,-3.5
9/23/13 10:01:00 PM,C,-3.5
9/24/13 2:01:00 AM,C,-3.5
9/24/13 6:01:00 AM,C,-3.5
9/24/13 10:01:00 AM,C,-3.5
9/24/13 2:01:00 PM,C,-3.5
9/24/13 6:01:00 PM,C,-3.5
9/24/13 10:01:00 PM,C,-3.5
9/25/13 2:01:00 AM,C,-3.5
9/25/13 6:01:00 AM,C,-3.5
9/25/13 10:01:00 AM,C,-3.5
9/25/13 2:01:00 PM,C,-3.5
9/25/13 6:01:00 PM,C,-3.5
9/25/13 10:01:00 PM,C,-3.5
9/26/13 2:01:00 AM,C,-3.5
9/26/13 6:01:00 AM,C,-3.5
9/26/13 10:01:00 AM,C,-3.5
9/26/13 2:01:00 PM,C,-3.5
9/26/13 6:01:00 PM,C,-3.5
9/26/13 10:01:00 PM,C,-3.5
9/27/13 2:01:00 AM,C,-3.5
9/27/13 6:01:00 AM,C,-3.5
9/27/13 10:01:00 AM,C,-3.5
9/27/13 2:01:00 PM,C,-3.5
9/27/13 6:01:00 PM,C,-3.5
9/27/13 10:01:00 PM,C,-3.5
9/28/13 2:01:00 AM,C,-3.5
9/28/13 6:01:00 AM,C,-3.5
9/28/13 10:01:00 AM,C,-3.5
9/28/13 2:01:00 PM,C,-3.5
9/28/13 6:01:00 PM,C,-3.5
9/28/13 10:01:00 PM,C,-3.5
9/29/13 2:01:00 AM,C,-3.5
9/29/13 6:01:00 AM,C,-3.5
9/29/13 10:01:00 AM,C,-3.5
9/29/13 2:01:00 PM,C,-3.5
9/29/13 6:01:00 PM,C,-3.5
9/29/13 10:01:00 PM,C,-3.5
9/30/13 2:01:00 AM,C,-3.5
9/30/13 6:01:00 AM,C,-3.5
9/30/13 10:01:00 AM,C,-3.5
9/30/13 2:01:00 PM,C,-3.5
9/30/13 6:01:00 PM,C,-3.5
9/30/13 10:01:00 PM,C,-3.5
10/1/13 2:01:00 AM,C,-3.5
10/1/13 6:01:00 AM,C,-3.5
10/1/13 10:01:00 AM,C,-3.5
10/1/13 2:01:00 PM,C,-4
10/1/13 6:01:00 PM,C,-4
10/1/13 10:01:00 PM,C,-4
10/2/13 2:01:00 AM,C,-4
10/2/13 6:01:00 AM,C,-4
10/2/13 10:01:00 AM,C,-4
10/2/13 2:01:00 PM,C,-4
10/2/13 6:01:00 PM,C,-4
10/2/13 10:01:00 PM,C,-4
10/3/13 2:01:00 AM,C,-4
10/3/13 6:01:00 AM,C,-4
10/3/13 10:01:00 AM,C,-4
10/3/13 2:01:00 PM,C,-4
10/3/13 6:01:00 PM,C,-4
10/3/13 10:01:00 PM,C,-4
10/4/13 2:01:00 AM,C,-4
10/4/13 6:01:00 AM,C,-4
10/4/13 10:01:00 AM,C,-4
10/4/13 2:01:00 PM,C,-4
10/4/13 6:01:00 PM,C,-4
10/4/13 10:01:00 PM,C,-4
10/5/13 2:01:00 AM,C,-4
10/5/13 6:01:00 AM,C,-4
10/5/13 10:01:00 AM,C,-4
10/5/13 2:01:00 PM,C,-4
10/5/13 6:01:00 PM,C,-4
10/5/13 10:01:00 PM,C,-4
10/6/13 2:01:00 AM,C,-4
10/6/13 6:01:00 AM,C,-4
10/6/13 10:01:00 AM,C,-4
10/6/13 2:01:00 PM,C,-4
10/6/13 6:01:00 PM,C,-4
10/6/13 10:01:00 PM,C,-4
10/7/13 2:01:00 AM,C,-4
10/7/13 6:01:00 AM,C,-4
10/7/13 10:01:00 AM,C,-4
10/7/13 2:01:00 PM,C,-4
10/7/13 6:01:00 PM,C,-4
10/7/13 10:01:00 PM,C,-4
10/8/13 2:01:00 AM,C,-4.5
10/8/13 6:01:00 AM,C,-4.5
10/8/13 10:01:00 AM,C,-4.5
10/8/13 2:01:00 PM,C,-4.5
10/8/13 6:01:00 PM,C,-4.5
10/8/13 10:01:00 PM,C,-4.5
10/9/13 2:01:00 AM,C,-4.5
10/9/13 6:01:00 AM,C,-4.5
10/9/13 10:01:00 AM,C,-4.5
10/9/13 2:01:00 PM,C,-4.5
10/9/13 6:01:00 PM,C,-4.5
10/9/13 10:01:00 PM,C,-4.5
10/10/13 2:01:00 AM,C,-4.5
10/10/13 6:01:00 AM,C,-4.5
10/10/13 10:01:00 AM,C,-4.5
10/10/13 2:01:00 PM,C,-4.5
10/10/13 6:01:00 PM,C,-5
10/10/13 10:01:00 PM,C,-5
10/11/13 2:01:00 AM,C,-5
10/11/13 6:01:00 AM,C,-5
10/11/13 10:01:00 AM,C,-4.5
10/11/13 2:01:00 PM,C,-4.5
10/11/13 6:01:00 PM,C,-4.5
10/11/13 10:01:00 PM,C,-4.5
10/12/13 2:01:00 AM,C,-4.5
10/12/13 6:01:00 AM,C,-4.5
10/12/13 10:01:00 AM,C,-4.5
10/12/13 2:01:00 PM,C,-4.5
10/12/13 6:01:00 PM,C,-4.5
10/12/13 10:01:00 PM,C,-5
10/13/13 2:01:00 AM,C,-4.5
10/13/13 6:01:00 AM,C,-5
10/13/13 10:01:00 AM,C,-5
10/13/13 2:01:00 PM,C,-5
10/13/13 6:01:00 PM,C,-5
10/13/13 10:01:00 PM,C,-5
10/14/13 2:01:00 AM,C,-5
10/14/13 6:01:00 AM,C,-5
10/14/13 10:01:00 AM,C,-5
10/14/13 2:01:00 PM,C,-5
10/14/13 6:01:00 PM,C,-5
10/14/13 10:01:00 PM,C,-5
10/15/13 2:01:00 AM,C,-5
10/15/13 6:01:00 AM,C,-5
10/15/13 10:01:00 AM,C,-5
10/15/13 2:01:00 PM,C,-5
10/15/13 6:01:00 PM,C,-5
10/15/13 10:01:00 PM,C,-5
10/16/13 2:01:00 AM,C,-5
10/16/13 6:01:00 AM,C,-5
10/16/13 10:01:00 AM,C,-5
10/16/13 2:01:00 PM,C,-5
10/16/13 6:01:00 PM,C,-5
10/16/13 10:01:00 PM,C,-5
10/17/13 2:01:00 AM,C,-5
10/17/13 6:01:00 AM,C,-5
10/17/13 10:01:00 AM,C,-5
10/17/13 2:01:00 PM,C,-5
10/17/13 6:01:00 PM,C,-5
10/17/13 10:01:00 PM,C,-5
10/18/13 2:01:00 AM,C,-5
10/18/13 6:01:00 AM,C,-5
10/18/13 10:01:00 AM,C,-5
10/18/13 2:01:00 PM,C,-5
10/18/13 6:01:00 PM,C,-5
10/18/13 10:01:00 PM,C,-5
10/19/13 2:01:00 AM,C,-5
10/19/13 6:01:00 AM,C,-5
10/19/13 10:01:00 AM,C,-5
10/19/13 2:01:00 PM,C,-5
10/19/13 6:01:00 PM,C,-5
10/19/13 10:01:00 PM,C,-5
10/20/13 2:01:00 AM,C,-5
10/20/13 6:01:00 AM,C,-5
10/20/13 10:01:00 AM,C,-5
10/20/13 2:01:00 PM,C,-5
10/20/13 6:01:00 PM,C,-5
10/20/13 10:01:00 PM,C,-5
10/21/13 2:01:00 AM,C,-5
10/21/13 6:01:00 AM,C,-5
10/21/13 10:01:00 AM,C,-5
10/21/13 2:01:00 PM,C,-5
10/21/13 6:01:00 PM,C,-5
10/21/13 10:01:00 PM,C,-5
10/22/13 2:01:00 AM,C,-5
10/22/13 6:01:00 AM,C,-5
10/22/13 10:01:00 AM,C,-5
10/22/13 2:01:00 PM,C,-5
10/22/13 6:01:00 PM,C,-5
10/22/13 10:01:00 PM,C,-5
10/23/13 2:01:00 AM,C,-5
10/23/13 6:01:00 AM,C,-5
10/23/13 10:01:00 AM,C,-5.5
10/23/13 2:01:00 PM,C,-5.5
10/23/13 6:01:00 PM,C,-5.5
10/23/13 10:01:00 PM,C,-5.5
10/24/13 2:01:00 AM,C,-5.5
10/24/13 6:01:00 AM,C,-5.5
10/24/13 10:01:00 AM,C,-5.5
10/24/13 2:01:00 PM,C,-5.5
10/24/13 6:01:00 PM,C,-5.5
10/24/13 10:01:00 PM,C,-5.5
10/25/13 2:01:00 AM,C,-5.5
10/25/13 6:01:00 AM,C,-6
10/25/13 10:01:00 AM,C,-6
10/25/13 2:01:00 PM,C,-6
10/25/13 6:01:00 PM,C,-6
10/25/13 10:01:00 PM,C,-6
10/26/13 2:01:00 AM,C,-6
10/26/13 6:01:00 AM,C,-6
10/26/13 10:01:00 AM,C,-6
10/26/13 2:01:00 PM,C,-6
10/26/13 6:01:00 PM,C,-6
10/26/13 10:01:00 PM,C,-6
10/27/13 2:01:00 AM,C,-6.5
10/27/13 6:01:00 AM,C,-6.5
10/27/13 10:01:00 AM,C,-6.5
10/27/13 2:01:00 PM,C,-6.5
10/27/13 6:01:00 PM,C,-6.5
10/27/13 10:01:00 PM,C,-6.5
10/28/13 2:01:00 AM,C,-6.5
10/28/13 6:01:00 AM,C,-6.5
10/28/13 10:01:00 AM,C,-6.5
10/28/13 2:01:00 PM,C,-6.5
10/28/13 6:01:00 PM,C,-6.5
10/28/13 10:01:00 PM,C,-6.5
10/29/13 2:01:00 AM,C,-6.5
10/29/13 6:01:00 AM,C,-6.5
10/29/13 10:01:00 AM,C,-6.5
10/29/13 2:01:00 PM,C,-6.5
10/29/13 6:01:00 PM,C,-6.5
10/29/13 10:01:00 PM,C,-6.5
10/30/13 2:01:00 AM,C,-6.5
10/30/13 6:01:00 AM,C,-6.5
10/30/13 10:01:00 AM,C,-6.5
10/30/13 2:01:00 PM,C,-6.5
10/30/13 6:01:00 PM,C,-6.5
10/30/13 10:01:00 PM,C,-6.5
10/31/13 2:01:00 AM,C,-6.5
10/31/13 6:01:00 AM,C,-6.5
10/31/13 10:01:00 AM,C,-6.5
10/31/13 2:01:00 PM,C,-6.5
10/31/13 6:01:00 PM,C,-6.5
10/31/13 10:01:00 PM,C,-6.5
11/1/13 2:01:00 AM,C,-6.5
11/1/13 6:01:00 AM,C,-6.5
11/1/13 10:01:00 AM,C,-6.5
11/1/13 2:01:00 PM,C,-6.5
11/1/13 6:01:00 PM,C,-6.5
11/1/13 10:01:00 PM,C,-6.5
11/2/13 2:01:00 AM,C,-6.5
11/2/13 6:01:00 AM,C,-6.5
11/2/13 10:01:00 AM,C,-7
11/2/13 2:01:00 PM,C,-7
11/2/13 6:01:00 PM,C,-7
11/2/13 10:01:00 PM,C,-7
11/3/13 2:01:00 AM,C,-7
11/3/13 6:01:00 AM,C,-7
11/3/13 10:01:00 AM,C,-7
11/3/13 2:01:00 PM,C,-7
11/3/13 6:01:00 PM,C,-7
11/3/13 10:01:00 PM,C,-7
11/4/13 2:01:00 AM,C,-7
11/4/13 6:01:00 AM,C,-7
11/4/13 10:01:00 AM,C,-7
11/4/13 2:01:00 PM,C,-7.5
11/4/13 6:01:00 PM,C,-7.5
11/4/13 10:01:00 PM,C,-7.5
11/5/13 2:01:00 AM,C,-7.5
11/5/13 6:01:00 AM,C,-7.5
11/5/13 10:01:00 AM,C,-7.5
11/5/13 2:01:00 PM,C,-7.5
11/5/13 6:01:00 PM,C,-7.5
11/5/13 10:01:00 PM,C,-8
11/6/13 2:01:00 AM,C,-8
11/6/13 6:01:00 AM,C,-8
11/6/13 10:01:00 AM,C,-8
11/6/13 2:01:00 PM,C,-8
11/6/13 6:01:00 PM,C,-8
11/6/13 10:01:00 PM,C,-8
11/7/13 2:01:00 AM,C,-8
11/7/13 6:01:00 AM,C,-8
11/7/13 10:01:00 AM,C,-8.5
11/7/13 2:01:00 PM,C,-8.5
11/7/13 6:01:00 PM,C,-8.5
11/7/13 10:01:00 PM,C,-8.5
11/8/13 2:01:00 AM,C,-8.5
11/8/13 6:01:00 AM,C,-8.5
11/8/13 10:01:00 AM,C,-8.5
11/8/13 2:01:00 PM,C,-8.5
11/8/13 6:01:00 PM,C,-8.5
11/8/13 10:01:00 PM,C,-9
11/9/13 2:01:00 AM,C,-9
11/9/13 6:01:00 AM,C,-9
11/9/13 10:01:00 AM,C,-9
11/9/13 2:01:00 PM,C,-9
11/9/13 6:01:00 PM,C,-9
11/9/13 10:01:00 PM,C,-9
11/10/13 2:01:00 AM,C,-9
11/10/13 6:01:00 AM,C,-9
11/10/13 10:01:00 AM,C,-9.5
11/10/13 2:01:00 PM,C,-9.5
11/10/13 6:01:00 PM,C,-9.5
11/10/13 10:01:00 PM,C,-9.5
11/11/13 2:01:00 AM,C,-9.5
11/11/13 6:01:00 AM,C,-9.5
11/11/13 10:01:00 AM,C,-9.5
11/11/13 2:01:00 PM,C,-9.5
11/11/13 6:01:00 PM,C,-9.5
11/11/13 10:01:00 PM,C,-10
11/12/13 2:01:00 AM,C,-10
11/12/13 6:01:00 AM,C,-10
11/12/13 10:01:00 AM,C,-10
11/12/13 2:01:00 PM,C,-10
11/12/13 6:01:00 PM,C,-10
11/12/13 10:01:00 PM,C,-10
11/13/13 2:01:00 AM,C,-10
11/13/13 6:01:00 AM,C,-10
11/13/13 10:01:00 AM,C,-10
11/13/13 2:01:00 PM,C,-10
11/13/13 6:01:00 PM,C,-10.5
11/13/13 10:01:00 PM,C,-10.5
11/14/13 2:01:00 AM,C,-10.5
11/14/13 6:01:00 AM,C,-10.5
11/14/13 10:01:00 AM,C,-10.5
11/14/13 2:01:00 PM,C,-10.5
11/14/13 6:01:00 PM,C,-10.5
11/14/13 10:01:00 PM,C,-10.5
11/15/13 2:01:00 AM,C,-10.5
11/15/13 6:01:00 AM,C,-10.5
11/15/13 10:01:00 AM,C,-10.5
11/15/13 2:01:00 PM,C,-10.5
11/15/13 6:01:00 PM,C,-10.5
11/15/13 10:01:00 PM,C,-10.5
11/16/13 2:01:00 AM,C,-10.5
11/16/13 6:01:00 AM,C,-10.5
11/16/13 10:01:00 AM,C,-10.5
11/16/13 2:01:00 PM,C,-10.5
11/16/13 6:01:00 PM,C,-10.5
11/16/13 10:01:00 PM,C,-10.5
11/17/13 2:01:00 AM,C,-10.5
11/17/13 6:01:00 AM,C,-10.5
11/17/13 10:01:00 AM,C,-10.5
11/17/13 2:01:00 PM,C,-10.5
11/17/13 6:01:00 PM,C,-10.5
11/17/13 10:01:00 PM,C,-10.5
11/18/13 2:01:00 AM,C,-10.5
11/18/13 6:01:00 AM,C,-10.5
11/18/13 10:01:00 AM,C,-10.5
11/18/13 2:01:00 PM,C,-10.5
11/18/13 6:01:00 PM,C,-10.5
11/18/13 10:01:00 PM,C,-10.5
11/19/13 2:01:00 AM,C,-10.5
11/19/13 6:01:00 AM,C,-10.5
11/19/13 10:01:00 AM,C,-10.5
11/19/13 2:01:00 PM,C,-10
11/19/13 6:01:00 PM,C,-10
11/19/13 10:01:00 PM,C,-10
11/20/13 2:01:00 AM,C,-10
11/20/13 6:01:00 AM,C,-10
11/20/13 10:01:00 AM,C,-10
11/20/13 2:01:00 PM,C,-10
11/20/13 6:01:00 PM,C,-10
11/20/13 10:01:00 PM,C,-10
11/21/13 2:01:00 AM,C,-10
11/21/13 6:01:00 AM,C,-10
11/21/13 10:01:00 AM,C,-10
11/21/13 2:01:00 PM,C,-10
11/21/13 6:01:00 PM,C,-10
11/21/13 10:01:00 PM,C,-10
11/22/13 2:01:00 AM,C,-10
11/22/13 6:01:00 AM,C,-10
11/22/13 10:01:00 AM,C,-10
11/22/13 2:01:00 PM,C,-10
11/22/13 6:01:00 PM,C,-10
11/22/13 10:01:00 PM,C,-10
11/23/13 2:01:00 AM,C,-10
11/23/13 6:01:00 AM,C,-10
11/23/13 10:01:00 AM,C,-10
11/23/13 2:01:00 PM,C,-10
11/23/13 6:01:00 PM,C,-10
11/23/13 10:01:00 PM,C,-10
11/24/13 2:01:00 AM,C,-9.5
11/24/13 6:01:00 AM,C,-9.5
11/24/13 10:01:00 AM,C,-9.5
11/24/13 2:01:00 PM,C,-9.5
11/24/13 6:01:00 PM,C,-9.5
11/24/13 10:01:00 PM,C,-9.5
11/25/13 2:01:00 AM,C,-9.5
11/25/13 6:01:00 AM,C,-9.5
11/25/13 10:01:00 AM,C,-9.5
11/25/13 2:01:00 PM,C,-9.5
11/25/13 6:01:00 PM,C,-9.5
11/25/13 10:01:00 PM,C,-9.5
11/26/13 2:01:00 AM,C,-9.5
11/26/13 6:01:00 AM,C,-9.5
11/26/13 10:01:00 AM,C,-9.5
11/26/13 2:01:00 PM,C,-9.5
11/26/13 6:01:00 PM,C,-9.5
11/26/13 10:01:00 PM,C,-9.5
11/27/13 2:01:00 AM,C,-9.5
11/27/13 6:01:00 AM,C,-9.5
11/27/13 10:01:00 AM,C,-9.5
11/27/13 2:01:00 PM,C,-9.5
11/27/13 6:01:00 PM,C,-9.5
11/27/13 10:01:00 PM,C,-9.5
11/28/13 2:01:00 AM,C,-9.5
11/28/13 6:01:00 AM,C,-9.5
11/28/13 10:01:00 AM,C,-9.5
11/28/13 2:01:00 PM,C,-9.5
11/28/13 6:01:00 PM,C,-9.5
11/28/13 10:01:00 PM,C,-9.5
11/29/13 2:01:00 AM,C,-9.5
